id,score1,score2,score3,final_score,school_name
1505,9.0,8.7,8.8,8.8,Trường THPT Gia Định
1506,5.9,5.6,6.2,5.9,Trường THCS Hai Bà Trưng
1507,6.6,6.9,6.8,6.8,Trường THPT Nguyễn Hữu Huân
1508,8.4,8.2,8.1,8.2,Trường THPT Nguyễn Thượng Hiền
1509,3.4,2.9,3.6,3.3,Trường THCS Nguyễn Du
1510,7.1,7.0,7.2,7.1,Trường THCS Nguyễn Hữu Thọ
1511,9.2,8.9,9.4,9.2,Trường THCS Lê Quý Đôn
1512,7.2,7.5,7.4,7.4,Trường THPT Trần Phú
1513,6.3,5.4,6.1,5.9,Trường THCS Đoàn Thị Điểm
1514,9.4,9.6,9.3,9.4,Trường THPT Nguyễn Thị Minh Khai
1515,8.8,9.1,9.3,9.1,Trường THCS Lê Quý Đôn
1516,8.3,8.1,8.2,8.2,Trường THPT Trần Phú
1517,3.4,4.2,5.0,4.2,THPT Nguyễn Hữu Cầu
1518,8.7,8.3,8.7,8.6,Trường THCS Lê Quý Đôn
1519,7.7,7.5,7.9,7.7,Trường THCS Việt Úc
1520,6.2,5.7,6.3,6.1,THPT Nguyễn Hữu Cầu
1521,7.4,7.1,7.9,7.5,Trường THCS Nguyễn Du
1522,9.2,9.2,9.4,9.3,Trường THPT Gia Định
1523,7.1,6.8,7.3,7.1,Trường THPT Bùi Thị Xuân
1524,7.9,7.3,8.2,7.8,Trường THPT Mạc Đĩnh Chi
1525,9.8,9.7,10.0,9.8,Trường THPT Nguyễn Thượng Hiền
1526,7.6,7.7,7.6,7.6,Trường THPT Trần Phú
1527,5.9,6.2,6.5,6.2,Trường THCS Nguyễn Du
1528,4.0,3.6,5.2,4.3,Trường THCS Bạch Đằng
1529,7.1,7.6,7.6,7.4,Trường THCS Hai Bà Trưng
1530,4.2,3.4,4.6,4.1,Trường THCS Nguyễn Du
1531,8.6,8.8,8.4,8.6,THPT Nguyễn Hữu Cầu
1532,9.5,9.0,9.3,9.3,Trường THCS Nguyễn Hữu Thọ
1533,8.1,7.8,8.3,8.1,Trường THPT Mạc Đĩnh Chi
1534,8.9,8.9,9.2,9.0,Trường THCS Lê Quý Đôn
1535,8.5,8.4,8.4,8.4,Trường THCS Hai Bà Trưng
1536,7.1,6.9,7.4,7.1,Trường THPT Mạc Đĩnh Chi
1537,8.5,8.4,8.8,8.6,Trường THPT Nguyễn Thị Minh Khai
1538,8.0,8.3,8.2,8.2,Trường THPT Nguyễn Thị Minh Khai
1539,9.2,8.4,8.3,8.6,Trường THCS Việt Úc
1540,8.4,8.0,8.3,8.2,Trường THCS Colette
1541,9.9,9.6,9.7,9.7,Trường THCS Nguyễn Hữu Thọ
1542,9.1,8.8,8.9,8.9,Trường THCS Nguyễn Hữu Thọ
1543,7.6,7.6,7.9,7.7,Trường THPT Trần Phú
1544,6.6,7.4,7.2,7.1,Trường THPT Phú Nhuận
1545,6.7,6.8,7.9,7.1,Trường THCS Bạch Đằng
1546,7.6,7.5,7.6,7.6,Trường THCS Hai Bà Trưng
1547,7.8,7.6,7.8,7.7,Trường THPT Phú Nhuận
1548,7.2,7.3,7.1,7.2,Trường THPT Bùi Thị Xuân
1549,8.9,8.8,8.8,8.8,Trường THCS Colette
1550,7.4,7.5,7.9,7.6,Trường THCS Trần Văn Ơn
1551,7.9,7.3,7.9,7.7,Trường THCS Á Châu
1552,6.9,6.8,7.0,6.9,Trường THCS Á Châu
1553,9.4,9.1,9.4,9.3,Trường THCS Trần Văn Ơn
1554,8.4,8.0,8.6,8.3,Trường THCS Hai Bà Trưng
1555,7.8,7.8,8.2,7.9,Trường THCS Lê Quý Đôn
1556,5.3,5.9,5.9,5.7,Trường THCS Nguyễn Du
1557,4.2,4.3,4.4,4.3,Trường THCS Đoàn Thị Điểm
1558,8.5,8.8,8.7,8.7,Trường THPT Nguyễn Thượng Hiền
1559,7.5,7.6,7.7,7.6,Trường THPT Gia Định
1560,9.0,8.8,8.6,8.8,Trường THPT Nguyễn Thượng Hiền
1561,8.8,8.5,8.9,8.7,Trường THPT Nguyễn Thị Minh Khai
1562,8.2,8.0,8.2,8.1,Trường THCS Á Châu
1563,6.0,5.7,6.3,6.0,Trường THCS Nguyễn Du
1564,7.8,7.6,7.7,7.7,Trường THCS Đoàn Thị Điểm
1565,7.8,7.7,7.8,7.8,Trường THCS Lê Quý Đôn
1566,9.2,9.1,9.1,9.1,Trường THCS Lê Quý Đôn
1567,7.9,7.9,8.4,8.1,Trường THPT Gia Định
1568,7.1,7.8,7.9,7.6,Trường THPT Mạc Đĩnh Chi
1569,7.8,7.8,8.0,7.9,Trường THCS Việt Úc
1570,4.3,4.3,5.1,4.6,Trường THCS Nguyễn Du
1571,8.1,8.4,8.3,8.3,THPT Nguyễn Hữu Cầu
1572,8.6,8.5,9.1,8.7,Trường THCS Colette
1573,5.6,4.2,4.3,4.7,Trường THCS Bạch Đằng
1574,7.8,7.5,7.5,7.6,Trường THCS Nguyễn Du
1575,6.1,5.9,6.3,6.1,Trường THPT Lê Quý Đôn
1576,3.2,3.1,6.1,4.1,THPT Nguyễn Hữu Cầu
1577,7.5,7.5,7.6,7.5,Trường THPT Nguyễn Hữu Huân
1578,3.4,3.0,4.5,3.6,Trường THPT Mạc Đĩnh Chi
1579,6.2,5.7,6.2,6.0,Trường THPT Mạc Đĩnh Chi
1580,8.1,7.7,7.7,7.8,Trường THPT Gia Định
1581,9.0,9.2,9.2,9.1,Trường THPT Nguyễn Thượng Hiền
1582,3.8,4.7,3.9,4.1,Trường THCS Nguyễn Du
1583,8.5,8.4,9.1,8.7,Trường THCS Á Châu
1584,8.7,8.2,8.9,8.6,Trường THCS Trần Văn Ơn
1585,9.0,8.2,8.6,8.6,Trường THCS Lê Quý Đôn
1586,7.0,6.7,7.0,6.9,Trường THCS Đoàn Thị Điểm
1587,8.6,8.7,8.5,8.6,Trường THCS Á Châu
1588,5.2,5.6,6.3,5.7,Trường THPT Mạc Đĩnh Chi
1589,7.1,6.8,7.4,7.1,THPT Nguyễn Hữu Cầu
1590,8.4,7.9,8.5,8.3,Trường THPT Trần Phú
1591,5.2,4.6,4.3,4.7,Trường THCS Đoàn Thị Điểm
1592,9.2,9.0,9.1,9.1,Trường THCS Hai Bà Trưng
1593,8.1,7.9,8.3,8.1,Trường THPT Nguyễn Thượng Hiền
1594,7.4,7.4,8.1,7.6,Trường THCS Á Châu
1595,8.1,7.9,8.1,8.0,Trường THPT Nguyễn Hữu Huân
1596,8.2,8.1,8.2,8.2,Trường THCS Nguyễn Hữu Thọ
1597,9.2,9.2,9.3,9.2,Trường THPT Nguyễn Thị Minh Khai
1598,6.8,7.1,7.5,7.1,Trường THPT Lê Quý Đôn
1599,7.1,7.7,7.4,7.4,Trường THPT Gia Định
1600,8.2,7.8,8.1,8.0,Trường THPT Gia Định
1601,9.0,9.3,9.3,9.2,Trường THPT Gia Định
1602,8.4,8.1,8.6,8.4,Trường THPT Phú Nhuận
1603,8.3,8.3,8.4,8.3,Trường THCS Trần Văn Ơn
1604,10.0,9.7,9.9,9.9,Trường THPT Nguyễn Thượng Hiền
1605,8.5,8.7,8.8,8.7,Trường THCS Lê Quý Đôn
1606,7.6,7.7,7.6,7.6,Trường THPT Trần Phú
1607,8.3,8.1,8.4,8.3,Trường THPT Nguyễn Thượng Hiền
1608,6.8,6.9,7.3,7.0,Trường THCS Colette
1609,8.1,8.0,8.5,8.2,Trường THPT Gia Định
1610,7.6,7.6,6.8,7.3,Trường THPT Bùi Thị Xuân
1611,6.8,7.1,7.4,7.1,Trường THCS Hai Bà Trưng
1612,8.6,7.9,8.0,8.2,Trường THPT Nguyễn Thị Minh Khai
1613,9.0,8.7,9.0,8.9,Trường THCS Colette
1614,6.1,5.8,6.2,6.0,Trường THCS Lê Quý Đôn
1615,6.7,5.6,6.1,6.1,Trường THCS Hai Bà Trưng
1616,9.4,8.9,9.1,9.1,Trường THCS Việt Úc
1617,7.2,6.3,7.2,6.9,Trường THPT Trần Phú
1618,6.5,5.2,6.0,5.9,Trường THPT Lê Quý Đôn
1619,9.1,8.5,8.9,8.8,Trường THPT Nguyễn Thị Minh Khai
1620,7.8,7.4,7.6,7.6,Trường THCS Trần Văn Ơn
1621,6.3,5.8,7.0,6.4,THPT Nguyễn Hữu Cầu
1622,4.2,4.6,5.6,4.8,Trường THCS Bạch Đằng
1623,8.0,8.0,8.2,8.1,Trường THPT Nguyễn Thượng Hiền
1624,7.5,7.3,7.1,7.3,Trường THCS Nguyễn Du
1625,8.1,8.3,7.9,8.1,Trường THPT Nguyễn Thượng Hiền
1626,9.9,9.6,9.9,9.8,Trường THCS Nguyễn Hữu Thọ
1627,9.0,8.7,8.6,8.8,Trường THCS Colette
1628,6.3,7.2,6.8,6.8,Trường THPT Phú Nhuận
1629,3.7,2.6,4.7,3.7,Trường THPT Mạc Đĩnh Chi
1630,8.9,8.7,8.6,8.7,Trường THCS Nguyễn Hữu Thọ
1631,7.4,8.0,8.1,7.8,Trường THCS Hai Bà Trưng
1632,9.5,9.2,9.4,9.4,Trường THCS Nguyễn Hữu Thọ
1633,8.6,7.9,8.3,8.3,Trường THPT Bùi Thị Xuân
1634,9.1,9.0,9.4,9.2,Trường THCS Colette
1635,9.0,9.2,8.9,9.0,Trường THCS Colette
1636,10.0,9.6,9.8,9.8,Trường THCS Colette
1637,7.2,7.9,7.7,7.6,Trường THPT Trần Phú
1638,7.3,7.2,7.6,7.4,THPT Nguyễn Hữu Cầu
1639,8.5,8.1,8.6,8.4,Trường THCS Nguyễn Hữu Thọ
1640,9.5,9.0,9.6,9.4,Trường THPT Gia Định
1641,8.6,8.7,8.9,8.7,Trường THCS Lê Quý Đôn
1642,7.6,7.4,7.0,7.3,Trường THPT Mạc Đĩnh Chi
1643,7.5,6.4,6.7,6.9,THPT Nguyễn Hữu Cầu
1644,9.1,8.5,8.9,8.8,Trường THPT Gia Định
1645,8.7,8.6,8.5,8.6,Trường THCS Nguyễn Hữu Thọ
1646,7.9,7.9,8.1,8.0,Trường THCS Colette
1647,5.8,6.1,5.7,5.9,Trường THCS Bạch Đằng
1648,5.7,6.6,6.2,6.2,THPT Nguyễn Hữu Cầu
1649,9.4,8.9,9.3,9.2,Trường THPT Nguyễn Thị Minh Khai
1650,6.8,7.2,7.1,7.0,Trường THCS Đoàn Thị Điểm
1651,9.2,8.5,9.1,8.9,Trường THPT Gia Định
1652,7.1,6.9,7.0,7.0,Trường THCS Nguyễn Du
1653,7.4,6.7,7.5,7.2,Trường THCS Á Châu
1654,6.8,7.5,7.6,7.3,Trường THPT Mạc Đĩnh Chi
1655,8.0,8.3,8.1,8.1,Trường THPT Phú Nhuận
1656,7.9,7.9,8.4,8.1,Trường THCS Trần Văn Ơn
1657,8.6,8.3,8.4,8.4,Trường THCS Trần Văn Ơn
1658,7.8,7.6,7.7,7.7,Trường THCS Trần Văn Ơn
1659,8.0,8.1,8.5,8.2,Trường THPT Nguyễn Hữu Huân
1660,9.7,9.7,9.9,9.8,Trường THPT Nguyễn Thượng Hiền
1661,6.6,6.5,6.8,6.6,THPT Nguyễn Hữu Cầu
1662,7.7,6.7,7.2,7.2,Trường THCS Việt Úc
1663,5.5,6.2,6.5,6.1,Trường THCS Bạch Đằng
1664,9.7,9.7,9.9,9.8,Trường THPT Gia Định
1665,8.3,7.9,8.4,8.2,Trường THPT Nguyễn Thị Minh Khai
1666,6.7,6.0,5.8,6.2,Trường THPT Nguyễn Thị Minh Khai
1667,7.5,7.9,7.9,7.8,Trường THCS Colette
1668,10.0,9.6,9.9,9.8,Trường THCS Lê Quý Đôn
1669,9.3,8.8,9.7,9.3,Trường THCS Nguyễn Hữu Thọ
1670,4.7,4.8,4.8,4.8,Trường THPT Lê Quý Đôn
1671,7.5,7.7,7.7,7.6,Trường THPT Nguyễn Thượng Hiền
1672,9.8,9.7,9.8,9.8,Trường THPT Nguyễn Thượng Hiền
1673,7.1,6.5,7.1,6.9,Trường THPT Mạc Đĩnh Chi
1674,6.2,5.3,6.1,5.9,THPT Nguyễn Hữu Cầu
1675,4.0,3.4,6.1,4.5,Trường THPT Mạc Đĩnh Chi
1676,6.5,6.5,7.3,6.8,Trường THPT Lê Quý Đôn
1677,4.4,4.6,6.2,5.1,Trường THCS Bạch Đằng
1678,7.0,5.5,6.0,6.2,Trường THPT Gia Định
1679,6.1,6.0,6.2,6.1,Trường THCS Trần Văn Ơn
1680,6.6,5.8,6.3,6.2,Trường THCS Hai Bà Trưng
1681,9.1,9.2,9.3,9.2,Trường THCS Lê Quý Đôn
1682,8.4,8.2,8.4,8.3,Trường THPT Gia Định
1683,7.3,7.1,7.7,7.4,Trường THCS Trần Văn Ơn
1684,9.8,9.7,10.0,9.8,Trường THCS Colette
1685,6.3,5.7,5.5,5.8,Trường THCS Bạch Đằng
1686,9.3,9.1,8.8,9.1,Trường THPT Trần Phú
1687,8.3,7.9,7.9,8.0,Trường THPT Nguyễn Thượng Hiền
1688,4.0,2.6,3.4,3.3,Trường THCS Bạch Đằng
1689,9.1,9.4,9.7,9.4,Trường THPT Nguyễn Thị Minh Khai
1690,8.0,7.4,7.8,7.7,Trường THPT Trần Phú
1691,7.1,6.6,7.3,7.0,Trường THPT Bùi Thị Xuân
1692,8.7,8.5,8.8,8.7,Trường THCS Colette
1693,7.7,7.8,8.3,7.9,Trường THCS Việt Úc
1694,6.4,6.8,7.0,6.7,Trường THPT Mạc Đĩnh Chi
1695,3.2,3.6,6.2,4.3,Trường THCS Đoàn Thị Điểm
1696,6.2,5.3,5.9,5.8,Trường THPT Lê Quý Đôn
1697,5.5,6.4,6.2,6.0,Trường THCS Bạch Đằng
1698,7.6,7.7,7.6,7.6,Trường THPT Nguyễn Hữu Huân
1699,8.9,8.7,8.7,8.8,Trường THPT Nguyễn Hữu Huân
1700,9.2,9.3,9.6,9.4,Trường THPT Nguyễn Thượng Hiền
1701,8.1,8.1,8.2,8.1,Trường THPT Lê Quý Đôn
1702,6.2,5.1,6.1,5.8,Trường THCS Đoàn Thị Điểm
1703,5.6,3.0,4.0,4.2,Trường THCS Nguyễn Du
1704,6.6,6.2,5.9,6.2,Trường THPT Bùi Thị Xuân
1705,8.2,8.0,8.2,8.1,Trường THCS Nguyễn Hữu Thọ
1706,8.0,7.9,8.4,8.1,Trường THCS Lê Quý Đôn
1707,8.5,8.6,8.7,8.6,Trường THCS Việt Úc
1708,8.2,8.3,8.4,8.3,Trường THPT Phú Nhuận
1709,4.6,4.1,6.0,4.9,Trường THPT Lê Quý Đôn
1710,7.4,7.3,8.2,7.6,Trường THCS Trần Văn Ơn
1711,9.3,9.0,9.0,9.1,Trường THCS Lê Quý Đôn
1712,4.5,4.6,6.6,5.2,Trường THPT Mạc Đĩnh Chi
1713,9.1,9.0,9.3,9.1,Trường THPT Nguyễn Thị Minh Khai
1714,6.9,6.5,7.2,6.9,Trường THCS Nguyễn Du
1715,8.4,8.4,9.1,8.6,Trường THPT Nguyễn Thị Minh Khai
1716,8.6,8.7,9.2,8.8,Trường THPT Gia Định
1717,8.7,8.4,7.8,8.3,Trường THCS Nguyễn Hữu Thọ
1718,8.8,8.7,8.9,8.8,Trường THCS Nguyễn Hữu Thọ
1719,7.6,6.7,6.7,7.0,Trường THCS Trần Văn Ơn
1720,8.8,8.9,9.1,8.9,Trường THCS Colette
1721,7.5,7.3,7.7,7.5,Trường THPT Trần Phú
1722,9.4,8.9,9.2,9.2,Trường THCS Lê Quý Đôn
1723,7.7,7.7,8.0,7.8,Trường THPT Nguyễn Thượng Hiền
1724,6.9,6.5,7.0,6.8,Trường THPT Trần Phú
1725,3.8,4.4,4.8,4.3,THPT Nguyễn Hữu Cầu
1726,9.8,9.8,9.9,9.8,Trường THCS Lê Quý Đôn
1727,8.8,8.5,8.9,8.7,Trường THCS Việt Úc
1728,8.5,8.7,8.3,8.5,Trường THPT Nguyễn Thượng Hiền
1729,7.7,7.7,8.1,7.8,Trường THCS Nguyễn Du
1730,8.2,8.4,8.9,8.5,Trường THCS Nguyễn Hữu Thọ
1731,4.4,3.9,6.1,4.8,Trường THCS Bạch Đằng
1732,7.7,7.5,7.5,7.6,Trường THCS Nguyễn Hữu Thọ
1733,9.3,8.7,9.2,9.1,Trường THCS Lê Quý Đôn
1734,9.8,9.7,9.9,9.8,Trường THCS Nguyễn Hữu Thọ
1735,8.0,7.6,7.8,7.8,Trường THCS Trần Văn Ơn
1736,8.3,7.9,8.7,8.3,Trường THCS Á Châu
1737,7.4,8.4,7.7,7.8,Trường THCS Nguyễn Hữu Thọ
1738,6.3,5.6,5.6,5.8,Trường THCS Việt Úc
1739,9.3,9.0,9.1,9.1,Trường THCS Lê Quý Đôn
1740,7.2,6.4,7.4,7.0,Trường THCS Trần Văn Ơn
1741,5.0,4.2,4.0,4.4,THPT Nguyễn Hữu Cầu
1742,6.4,6.3,6.1,6.3,Trường THPT Lê Quý Đôn
1743,6.1,5.2,5.7,5.7,Trường THCS Đoàn Thị Điểm
1744,9.1,8.9,9.5,9.2,Trường THPT Gia Định
1745,8.7,8.4,8.8,8.6,Trường THPT Phú Nhuận
1746,8.6,8.3,8.6,8.5,Trường THCS Lê Quý Đôn
1747,7.1,7.0,7.2,7.1,Trường THCS Bạch Đằng
1748,8.0,7.7,8.0,7.9,Trường THPT Nguyễn Thị Minh Khai
1749,9.1,9.4,9.6,9.4,Trường THCS Colette
1750,9.8,9.6,10.0,9.8,Trường THCS Nguyễn Hữu Thọ
1751,6.3,6.2,6.1,6.2,Trường THCS Đoàn Thị Điểm
1752,7.1,7.1,7.2,7.1,Trường THCS Bạch Đằng
1753,9.0,8.6,9.2,8.9,Trường THCS Nguyễn Hữu Thọ
1754,9.2,9.2,9.2,9.2,Trường THPT Gia Định
1755,6.1,5.4,5.7,5.7,Trường THCS Nguyễn Du
1756,6.3,5.4,6.4,6.0,THPT Nguyễn Hữu Cầu
1757,9.8,9.8,9.9,9.8,Trường THPT Nguyễn Thượng Hiền
1758,8.4,8.0,7.9,8.1,Trường THPT Trần Phú
1759,9.0,9.4,9.5,9.3,Trường THCS Lê Quý Đôn
1760,6.9,7.4,7.6,7.3,Trường THCS Nguyễn Du
1761,5.9,6.5,6.4,6.3,Trường THPT Bùi Thị Xuân
1762,6.1,5.1,6.5,5.9,Trường THPT Nguyễn Hữu Huân
1763,7.2,6.9,7.0,7.0,Trường THCS Á Châu
1764,10.0,9.6,9.9,9.8,Trường THCS Colette
1765,7.8,7.4,7.8,7.7,Trường THCS Á Châu
1766,8.5,8.7,9.0,8.7,Trường THCS Lê Quý Đôn
1767,4.5,5.9,6.8,5.7,Trường THCS Nguyễn Du
1768,4.0,3.6,4.8,4.1,Trường THPT Mạc Đĩnh Chi
1769,7.0,6.8,7.2,7.0,Trường THCS Nguyễn Du
1770,9.1,8.7,9.4,9.1,Trường THPT Gia Định
1771,6.9,6.5,7.2,6.9,Trường THPT Nguyễn Hữu Huân
1772,6.9,7.2,6.9,7.0,Trường THPT Trần Phú
1773,4.6,3.5,5.2,4.4,Trường THPT Mạc Đĩnh Chi
1774,8.5,8.5,8.8,8.6,Trường THCS Colette
1775,8.3,8.4,8.2,8.3,Trường THCS Việt Úc
1776,8.1,8.4,8.1,8.2,Trường THCS Lê Quý Đôn
1777,5.9,5.8,5.6,5.8,Trường THCS Nguyễn Hữu Thọ
1778,9.1,9.0,9.2,9.1,Trường THCS Nguyễn Hữu Thọ
1779,9.4,9.2,9.4,9.3,Trường THCS Lê Quý Đôn
1780,8.2,8.1,8.0,8.1,Trường THPT Bùi Thị Xuân
1781,8.0,7.9,8.3,8.1,Trường THCS Việt Úc
1782,9.2,9.0,9.2,9.1,Trường THCS Colette
1783,8.3,8.1,8.7,8.4,Trường THPT Nguyễn Hữu Huân
1784,7.7,7.9,7.7,7.8,Trường THCS Bạch Đằng
1785,8.0,8.1,8.6,8.2,Trường THCS Hai Bà Trưng
1786,8.3,8.2,8.2,8.2,Trường THPT Gia Định
1787,4.4,4.1,4.3,4.3,Trường THCS Nguyễn Du
1788,7.7,7.8,7.3,7.6,Trường THPT Nguyễn Hữu Huân
1789,8.8,8.9,8.8,8.8,Trường THCS Colette
1790,7.5,7.7,8.1,7.8,Trường THCS Á Châu
1791,3.3,2.4,5.8,3.8,Trường THPT Phú Nhuận
1792,6.0,6.1,6.7,6.3,Trường THCS Việt Úc
1793,3.2,2.6,5.1,3.6,THPT Nguyễn Hữu Cầu
1794,8.6,8.3,8.5,8.5,Trường THPT Nguyễn Thị Minh Khai
1795,7.6,7.4,7.6,7.5,Trường THPT Trần Phú
1796,8.4,8.0,8.3,8.2,Trường THCS Á Châu
1797,8.3,8.0,8.2,8.2,Trường THCS Nguyễn Hữu Thọ
1798,8.7,8.6,9.1,8.8,Trường THCS Á Châu
1799,6.9,7.1,7.1,7.0,Trường THPT Phú Nhuận
1800,6.2,5.7,6.8,6.2,Trường THPT Lê Quý Đôn
1801,6.9,7.4,6.7,7.0,Trường THCS Nguyễn Du
1802,8.8,8.7,8.8,8.8,Trường THPT Gia Định
1803,7.9,7.9,8.5,8.1,Trường THPT Nguyễn Thị Minh Khai
1804,7.9,8.2,7.9,8.0,Trường THPT Trần Phú
1805,7.9,7.8,7.7,7.8,Trường THCS Lê Quý Đôn
1806,6.3,6.2,7.3,6.6,Trường THPT Mạc Đĩnh Chi
1807,6.8,7.0,6.9,6.9,Trường THCS Việt Úc
1808,7.2,7.9,6.9,7.3,Trường THCS Nguyễn Hữu Thọ
1809,8.5,8.5,8.6,8.5,Trường THCS Colette
1810,7.8,7.3,7.6,7.6,Trường THPT Nguyễn Thị Minh Khai
1811,7.6,7.6,8.0,7.7,Trường THPT Nguyễn Thị Minh Khai
1812,8.8,8.3,8.2,8.4,Trường THPT Nguyễn Thượng Hiền
1813,8.6,8.8,9.1,8.8,Trường THCS Nguyễn Hữu Thọ
1814,8.2,7.6,7.6,7.8,Trường THPT Gia Định
1815,5.9,5.8,6.3,6.0,Trường THCS Nguyễn Du
1816,8.4,8.7,8.7,8.6,Trường THCS Á Châu
1817,8.5,8.1,8.1,8.2,Trường THCS Nguyễn Hữu Thọ
1818,8.2,7.7,8.5,8.1,Trường THCS Lê Quý Đôn
1819,4.4,5.5,4.0,4.6,Trường THCS Đoàn Thị Điểm
1820,3.9,3.6,5.4,4.3,Trường THCS Nguyễn Du
1821,8.0,8.3,8.3,8.2,Trường THCS Nguyễn Hữu Thọ
1822,7.8,7.4,7.4,7.5,Trường THCS Lê Quý Đôn
1823,7.1,6.9,7.0,7.0,Trường THCS Việt Úc
1824,7.5,7.1,7.9,7.5,Trường THPT Gia Định
1825,6.9,6.8,7.1,6.9,Trường THCS Nguyễn Du
1826,5.9,5.9,5.6,5.8,Trường THPT Mạc Đĩnh Chi
1827,5.7,5.7,5.9,5.8,Trường THPT Lê Quý Đôn
1828,7.9,8.0,8.1,8.0,Trường THPT Phú Nhuận
1829,5.9,5.4,6.1,5.8,Trường THCS Đoàn Thị Điểm
1830,5.0,5.2,5.0,5.1,Trường THPT Mạc Đĩnh Chi
1831,5.1,4.6,5.6,5.1,Trường THCS Nguyễn Du
1832,8.0,8.1,8.2,8.1,Trường THPT Nguyễn Thị Minh Khai
1833,8.7,7.9,8.4,8.3,Trường THPT Nguyễn Thượng Hiền
1834,7.5,7.6,7.3,7.5,Trường THPT Nguyễn Hữu Huân
1835,6.2,6.3,5.9,6.1,Trường THCS Nguyễn Du
1836,8.4,7.5,8.3,8.1,Trường THPT Nguyễn Thị Minh Khai
1837,5.1,6.2,6.2,5.8,Trường THPT Trần Phú
1838,9.0,9.2,9.7,9.3,Trường THCS Nguyễn Hữu Thọ
1839,7.4,6.2,7.0,6.9,THPT Nguyễn Hữu Cầu
1840,5.7,5.1,6.1,5.6,Trường THPT Lê Quý Đôn
1841,7.2,7.6,7.8,7.5,Trường THCS Trần Văn Ơn
1842,6.1,6.4,5.9,6.1,THPT Nguyễn Hữu Cầu
1843,8.4,8.7,8.8,8.6,Trường THPT Nguyễn Thị Minh Khai
1844,7.0,6.5,7.0,6.8,Trường THCS Á Châu
1845,4.7,2.8,5.1,4.2,Trường THCS Nguyễn Du
1846,4.7,4.7,5.0,4.8,THPT Nguyễn Hữu Cầu
1847,8.9,8.5,8.8,8.7,Trường THPT Nguyễn Thượng Hiền
1848,6.1,3.5,7.0,5.5,THPT Nguyễn Hữu Cầu
1849,8.5,8.6,8.9,8.7,Trường THPT Nguyễn Thượng Hiền
1850,8.3,8.0,8.0,8.1,Trường THPT Nguyễn Thượng Hiền
1851,6.3,5.5,6.7,6.2,Trường THCS Nguyễn Du
1852,9.1,9.2,9.8,9.4,Trường THPT Nguyễn Thị Minh Khai
1853,7.0,6.8,7.0,6.9,Trường THCS Bạch Đằng
1854,8.9,8.6,9.0,8.8,Trường THCS Nguyễn Hữu Thọ
1855,5.8,5.3,6.0,5.7,Trường THCS Lê Quý Đôn
1856,8.6,8.6,8.8,8.7,Trường THCS Trần Văn Ơn
1857,8.1,7.9,8.3,8.1,Trường THPT Nguyễn Hữu Huân
1858,5.6,5.8,5.9,5.8,Trường THPT Nguyễn Hữu Huân
1859,6.6,6.7,7.9,7.1,Trường THCS Trần Văn Ơn
1860,8.2,8.4,8.6,8.4,Trường THPT Trần Phú
1861,8.5,8.1,8.3,8.3,Trường THPT Nguyễn Thị Minh Khai
1862,8.0,8.0,8.2,8.1,Trường THPT Phú Nhuận
1863,8.6,8.5,8.8,8.6,Trường THCS Việt Úc
1864,3.8,2.4,4.3,3.5,Trường THCS Đoàn Thị Điểm
1865,7.7,7.5,7.6,7.6,Trường THCS Hai Bà Trưng
1866,6.8,5.9,6.2,6.3,THPT Nguyễn Hữu Cầu
1867,5.7,5.7,5.8,5.7,Trường THPT Mạc Đĩnh Chi
1868,5.9,6.1,6.5,6.2,Trường THCS Nguyễn Du
1869,8.7,8.6,9.1,8.8,Trường THPT Nguyễn Hữu Huân
1870,8.9,9.1,9.5,9.2,Trường THPT Nguyễn Thượng Hiền
1871,6.9,6.8,6.7,6.8,Trường THCS Trần Văn Ơn
1872,6.0,5.3,7.0,6.1,Trường THCS Bạch Đằng
1873,8.4,9.0,9.0,8.8,Trường THPT Nguyễn Thị Minh Khai
1874,7.2,7.1,7.0,7.1,Trường THPT Bùi Thị Xuân
1875,9.2,9.3,9.0,9.2,Trường THPT Gia Định
1876,6.9,6.8,7.5,7.1,Trường THCS Á Châu
1877,8.4,7.8,8.3,8.2,Trường THCS Lê Quý Đôn
1878,8.9,8.7,8.7,8.8,Trường THPT Gia Định
1879,7.5,7.6,8.3,7.8,Trường THCS Nguyễn Hữu Thọ
1880,5.8,5.6,6.8,6.1,Trường THPT Bùi Thị Xuân
1881,7.1,5.9,6.8,6.6,Trường THCS Đoàn Thị Điểm
1882,9.0,9.1,9.5,9.2,Trường THCS Colette
1883,7.0,6.4,7.1,6.8,Trường THCS Việt Úc
1884,7.3,6.3,7.0,6.9,Trường THPT Nguyễn Hữu Huân
1885,8.4,8.1,8.2,8.2,Trường THCS Lê Quý Đôn
1886,7.8,7.2,7.0,7.3,Trường THPT Bùi Thị Xuân
1887,7.2,6.2,7.0,6.8,Trường THCS Bạch Đằng
1888,8.4,8.0,8.4,8.3,Trường THCS Colette
1889,8.3,7.9,8.2,8.1,Trường THPT Nguyễn Hữu Huân
1890,4.0,4.6,4.1,4.2,Trường THCS Đoàn Thị Điểm
1891,8.3,8.1,8.3,8.2,Trường THCS Nguyễn Hữu Thọ
1892,8.6,8.3,8.7,8.5,Trường THCS Lê Quý Đôn
1893,7.2,7.2,7.0,7.1,Trường THCS Trần Văn Ơn
1894,9.1,9.3,9.4,9.3,Trường THCS Nguyễn Hữu Thọ
1895,6.8,6.1,7.3,6.7,Trường THCS Nguyễn Du
